marker,cyclone_id,forecast_time,horizon_h,member_count,domain_cell_count,realized_event_cell_count,estimator,brier_score
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 18:00:00,6,51,215,0,P90 envelope,0.05581395348837209
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 18:00:00,6,51,215,0,Ensemble probability-weighted,8.40463864524378e-05
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 00:00:00,6,51,235,1,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 00:00:00,6,51,235,1,P90 envelope,0.03404255319148936
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 00:00:00,6,51,235,1,Ensemble probability-weighted,0.0034962003157541703
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 06:00:00,6,51,268,1,Deterministic mean-track,0.007462686567164179
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 06:00:00,6,51,268,1,P90 envelope,0.048507462686567165
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 06:00:00,6,51,268,1,Ensemble probability-weighted,0.0038088106181893306
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 12:00:00,6,51,303,0,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 12:00:00,6,51,303,0,P90 envelope,0.0297029702970297
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 12:00:00,6,51,303,0,Ensemble probability-weighted,0.0002969155046992589
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 18:00:00,6,51,332,0,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 18:00:00,6,51,332,0,P90 envelope,0.02710843373493976
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-08 18:00:00,6,51,332,0,Ensemble probability-weighted,4.9795491076184796e-05
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 00:00:00,6,51,365,0,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 00:00:00,6,51,365,0,P90 envelope,0.010958904109589041
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 00:00:00,6,51,365,0,Ensemble probability-weighted,6.109346773896237e-05
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 06:00:00,6,51,408,0,Deterministic mean-track,0.0024509803921568627
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 06:00:00,6,51,408,0,P90 envelope,0.01715686274509804
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-09 06:00:00,6,51,408,0,Ensemble probability-weighted,0.00016113711920754463
