storm_id,model,horizon,error
AL032020,CLIPER (climatology+persistence),12,268.5037889798956
AL032020,Persistence,6,78.12555187973025
AL032020,CLIPER (climatology+persistence),6,144.71620670822995
AL042020,Persistence,6,45.11339769262739
AL042020,CLIPER (climatology+persistence),6,45.68706897240744
AL042020,Persistence,12,134.29895800609745
AL042020,CLIPER (climatology+persistence),12,71.1449263372056
AL042020,Persistence,24,357.17160558489456
AL042020,CLIPER (climatology+persistence),24,207.29805005115807
AL042020,Persistence,48,821.4911361653254
AL042020,CLIPER (climatology+persistence),48,501.9655219043656
AL042020,Persistence,6,85.33393021491838
AL042020,CLIPER (climatology+persistence),6,49.112416877146146
AL042020,Persistence,12,184.37781001276042
AL042020,CLIPER (climatology+persistence),12,112.04553153320393
AL042020,Persistence,24,358.61687843254924
AL042020,CLIPER (climatology+persistence),24,214.0776534012564
AL042020,Persistence,48,865.4961147824029
AL042020,CLIPER (climatology+persistence),48,574.0457574330464
AL042020,Persistence,6,14.086289725753135
AL042020,CLIPER (climatology+persistence),6,6.699735628041015
AL042020,Persistence,12,20.478861986160094
AL042020,CLIPER (climatology+persistence),12,16.947965529686545
AL042020,Persistence,24,13.995745303795257
AL042020,CLIPER (climatology+persistence),24,32.13894150702214
AL042020,Persistence,48,272.8879318360118
AL042020,CLIPER (climatology+persistence),48,185.20878291978903
AL042020,Persistence,6,11.11949266445603
AL042020,CLIPER (climatology+persistence),6,18.606555981418207
AL042020,Persistence,12,23.818930395791178
AL042020,CLIPER (climatology+persistence),12,37.89175997168818
AL042020,Persistence,24,41.95988089864373
AL042020,CLIPER (climatology+persistence),24,49.44702162618825
AL042020,Persistence,6,8.54292256053785
AL042020,CLIPER (climatology+persistence),6,13.391268825898392
AL042020,Persistence,12,25.4790608869575
AL042020,CLIPER (climatology+persistence),12,32.43813052481771
AL042020,Persistence,24,121.90527094158259
AL042020,CLIPER (climatology+persistence),24,82.81450706924663
AL042020,Persistence,6,8.493023888445173
AL042020,CLIPER (climatology+persistence),6,15.002622674639916
AL042020,Persistence,12,47.55729789604589
AL042020,CLIPER (climatology+persistence),12,30.76887092188991
AL042020,Persistence,24,178.10243393213563
AL042020,CLIPER (climatology+persistence),24,134.66655184362193
AL042020,Persistence,6,44.477970657822546
AL042020,CLIPER (climatology+persistence),6,33.49715487322864
AL042020,Persistence,12,111.50632950711551
AL042020,CLIPER (climatology+persistence),12,79.00158003152744
AL042020,Persistence,24,268.3804999840702
AL042020,CLIPER (climatology+persistence),24,170.3161038987041
AL042020,Persistence,6,23.729105971807066
AL042020,CLIPER (climatology+persistence),6,21.100931049630884
AL042020,Persistence,12,60.3520676000456
AL042020,CLIPER (climatology+persistence),12,28.940216505863525
AL042020,Persistence,6,24.39683339838594
AL042020,CLIPER (climatology+persistence),6,3.5851632586864746
AL042020,Persistence,12,57.03782234351747
AL042020,CLIPER (climatology+persistence),12,16.58483908786619
AL042020,Persistence,6,13.693586487991091
AL042020,CLIPER (climatology+persistence),6,11.148578004218134
AL052020,Persistence,6,39.53967153471603
AL052020,CLIPER (climatology+persistence),6,11.7466706933528
AL052020,Persistence,12,115.32229024543742
AL052020,CLIPER (climatology+persistence),12,56.51800728398461
AL052020,Persistence,24,211.0031301183087
AL052020,CLIPER (climatology+persistence),24,112.97521643745465
AL052020,Persistence,48,627.6350664520783
AL052020,CLIPER (climatology+persistence),48,740.3846037510749
AL052020,Persistence,72,1501.8589638117037
AL052020,CLIPER (climatology+persistence),72,1683.0391946285263
AL052020,Persistence,120,2807.9109376769793
AL052020,CLIPER (climatology+persistence),120,3200.47738536876
AL052020,Persistence,6,37.67824235572926
AL052020,CLIPER (climatology+persistence),6,19.42050248233987
AL052020,Persistence,12,60.328503375891074
AL052020,CLIPER (climatology+persistence),12,30.79796723654616
AL052020,Persistence,24,130.62383108692606
AL052020,CLIPER (climatology+persistence),24,171.19222394074814
AL052020,Persistence,48,981.6252726837439
AL052020,CLIPER (climatology+persistence),48,1093.683191848629
AL052020,Persistence,72,1907.1057660331765
AL052020,CLIPER (climatology+persistence),72,2058.2618502654086
AL052020,Persistence,6,29.051899085049964
AL052020,CLIPER (climatology+persistence),6,34.355372398048765
AL052020,Persistence,12,92.66687351019381
AL052020,CLIPER (climatology+persistence),12,104.6808247030786
AL052020,Persistence,24,459.0432049925522
AL052020,CLIPER (climatology+persistence),24,484.20709553800805
AL052020,Persistence,48,1464.4260962766323
AL052020,CLIPER (climatology+persistence),48,1510.643233003409
AL052020,Persistence,72,2463.9180469664047
AL052020,CLIPER (climatology+persistence),72,2527.153457852615
AL052020,Persistence,6,38.61754661857811
AL052020,CLIPER (climatology+persistence),6,52.721886757472774
AL052020,Persistence,12,147.89057163524345
AL052020,CLIPER (climatology+persistence),12,176.2600303649843
AL052020,Persistence,24,552.1394857738084
AL052020,CLIPER (climatology+persistence),24,608.3338449583232
AL052020,Persistence,48,1472.7626551780254
AL052020,CLIPER (climatology+persistence),48,1582.3449788540572
AL052020,Persistence,72,2336.0736369630326
AL052020,CLIPER (climatology+persistence),72,2494.969929916154
AL052020,Persistence,6,72.06220925314628
AL052020,CLIPER (climatology+persistence),6,97.59734910639379
AL052020,Persistence,12,241.84020140755445
AL052020,CLIPER (climatology+persistence),12,292.4919250795192
AL052020,Persistence,24,598.0422591723386
AL052020,CLIPER (climatology+persistence),24,697.3561203874681
AL052020,Persistence,48,1384.2411428599537
AL052020,CLIPER (climatology+persistence),48,1572.6083241346853
AL052020,Persistence,72,2077.4459115819964
AL052020,CLIPER (climatology+persistence),72,2351.3795963113025
AL052020,Persistence,6,101.05344087646785
AL052020,CLIPER (climatology+persistence),6,146.73587480133367
AL052020,Persistence,12,192.29257870326919
AL052020,CLIPER (climatology+persistence),12,284.2480976449469
AL052020,Persistence,24,463.58812860558265
AL052020,CLIPER (climatology+persistence),24,643.0967783936063
AL052020,Persistence,48,994.1790065490649
AL052020,CLIPER (climatology+persistence),48,1331.2454549914921
AL052020,Persistence,72,1453.575378504643
AL052020,CLIPER (climatology+persistence),72,1929.052493813804
AL052020,Persistence,6,37.6870644182463
AL052020,CLIPER (climatology+persistence),6,80.04391810010202
AL052020,Persistence,12,77.83644865119143
AL052020,CLIPER (climatology+persistence),12,190.34549703679258
AL052020,Persistence,24,189.50393573647946
AL052020,CLIPER (climatology+persistence),24,435.1566622993242
AL052020,Persistence,48,447.31846037013355
AL052020,CLIPER (climatology+persistence),48,929.079887480907
AL052020,Persistence,72,602.1215528837713
AL052020,CLIPER (climatology+persistence),72,1283.420689825073
AL052020,Persistence,6,35.91164853811927
AL052020,CLIPER (climatology+persistence),6,108.47349042120753
AL052020,Persistence,12,94.13049058504332
AL052020,CLIPER (climatology+persistence),12,235.50363886146513
AL052020,Persistence,24,184.8268382822283
AL052020,CLIPER (climatology+persistence),24,460.8222443554632
AL052020,Persistence,48,427.0366026799485
AL052020,CLIPER (climatology+persistence),48,914.7046817096093
AL052020,Persistence,72,1088.0215627682142
AL052020,CLIPER (climatology+persistence),72,1464.417275749533
AL052020,Persistence,6,24.906700782155507
AL052020,CLIPER (climatology+persistence),6,104.33843932937499
AL052020,Persistence,12,34.10027598117282
AL052020,CLIPER (climatology+persistence),12,194.3293247560566
AL052020,Persistence,24,76.62912492634096
AL052020,CLIPER (climatology+persistence),24,382.67273313345544
AL052020,Persistence,48,364.65356712470236
AL052020,CLIPER (climatology+persistence),48,742.4144926317335
AL052020,Persistence,72,1174.3825380858855
AL052020,CLIPER (climatology+persistence),72,1329.9747570915858
AL052020,Persistence,6,19.581621970853167
AL052020,CLIPER (climatology+persistence),6,41.11861088323282
AL052020,Persistence,12,32.29853109151261
AL052020,CLIPER (climatology+persistence),12,86.42100588539178
AL052020,Persistence,24,70.18720732733178
AL052020,CLIPER (climatology+persistence),24,198.76637253454302
AL052020,Persistence,48,486.3806942819909
AL052020,CLIPER (climatology+persistence),48,540.825816611252
AL052020,Persistence,6,7.793754919592858
AL052020,CLIPER (climatology+persistence),6,50.34685615589604
AL052020,Persistence,12,23.47350960852475
AL052020,CLIPER (climatology+persistence),12,104.68065300763308
AL052020,Persistence,24,93.45729755403386
AL052020,CLIPER (climatology+persistence),24,235.29715453324567
AL052020,Persistence,48,831.4023643329564
AL052020,CLIPER (climatology+persistence),48,822.6220648214003
AL052020,Persistence,6,23.47350960852475
AL052020,CLIPER (climatology+persistence),6,54.796521316726356
AL052020,Persistence,12,26.53349218514664
AL052020,CLIPER (climatology+persistence),12,111.40040995928935
AL052020,Persistence,24,163.28389883927437
AL052020,CLIPER (climatology+persistence),24,247.30394084605052
AL052020,Persistence,48,1032.4493388108929
AL052020,CLIPER (climatology+persistence),48,995.6317216701581
AL052020,Persistence,6,36.408315561627944
AL052020,CLIPER (climatology+persistence),6,63.37056099780025
AL052020,Persistence,12,121.82928395338509
AL052020,CLIPER (climatology+persistence),12,152.0155320174708
AL052020,Persistence,24,480.8579046364522
AL052020,CLIPER (climatology+persistence),24,448.0372106029758
AL052020,Persistence,48,1436.4614765363951
AL052020,CLIPER (climatology+persistence),48,1305.694263208607
AL052020,Persistence,6,52.4881961745527
AL052020,CLIPER (climatology+persistence),6,72.2279002564839
AL052020,Persistence,12,154.29657583823553
AL052020,CLIPER (climatology+persistence),12,165.84572893313393
AL052020,Persistence,24,582.9689708363826
AL052020,CLIPER (climatology+persistence),24,554.7832580418619
AL052020,Persistence,6,55.59746332227937
AL052020,CLIPER (climatology+persistence),6,81.24001009893186
AL052020,Persistence,12,222.38985328911747
AL052020,CLIPER (climatology+persistence),12,247.4984126492224
AL052020,Persistence,24,559.695370234174
AL052020,CLIPER (climatology+persistence),24,619.1801811282517
AL052020,Persistence,6,111.19492664455873
AL052020,CLIPER (climatology+persistence),6,138.73105661741124
AL052020,Persistence,12,224.89121525606868
AL052020,CLIPER (climatology+persistence),12,293.0540148176711
AL052020,Persistence,24,455.4272716435539
AL052020,CLIPER (climatology+persistence),24,599.134273756779
AL052020,Persistence,6,34.22914884898236
AL052020,CLIPER (climatology+persistence),6,107.19207493068134
AL052020,Persistence,12,68.4578930279912
AL052020,CLIPER (climatology+persistence),12,213.55196108191402
AL052020,Persistence,24,68.4578930279912
AL052020,CLIPER (climatology+persistence),24,364.4757361078784
AL052020,Persistence,6,0.0
AL052020,CLIPER (climatology+persistence),6,86.28575027819727
AL052020,Persistence,12,0.0
AL052020,CLIPER (climatology+persistence),12,171.98729518075507
AL052020,Persistence,6,0.0
AL052020,CLIPER (climatology+persistence),6,86.28575027819723
AL052020,Persistence,12,68.4578930279912
AL052020,CLIPER (climatology+persistence),12,120.42661980525426
AL052020,Persistence,6,68.4578930279912
AL052020,CLIPER (climatology+persistence),6,46.431603407246506
AL062020,Persistence,6,59.16370541388043
AL062020,CLIPER (climatology+persistence),6,99.23792101870504
AL062020,Persistence,12,111.61610031679609
AL062020,CLIPER (climatology+persistence),12,154.48171718636564
AL062020,Persistence,24,235.66654147393655
AL062020,CLIPER (climatology+persistence),24,208.8069868794613
AL062020,Persistence,48,404.8558562064227
AL062020,CLIPER (climatology+persistence),48,219.04929674502475
AL062020,Persistence,72,328.25110189522087
AL062020,CLIPER (climatology+persistence),72,269.26499529004803
AL062020,Persistence,120,827.7848750127226
AL062020,CLIPER (climatology+persistence),120,321.79942201986535
AL062020,Persistence,6,71.11055923466141
AL062020,CLIPER (climatology+persistence),6,35.03306295936063
AL062020,Persistence,12,175.38861314653715
AL062020,CLIPER (climatology+persistence),12,76.91035412957604
AL062020,Persistence,24,376.71861147891457
AL062020,CLIPER (climatology+persistence),24,150.21591186783084
AL062020,Persistence,48,714.9818209582564
AL062020,CLIPER (climatology+persistence),48,247.63471481106797
AL062020,Persistence,72,947.6513169392468
AL062020,CLIPER (climatology+persistence),72,382.57913150294746
AL062020,Persistence,120,1615.7488031420535
AL062020,CLIPER (climatology+persistence),120,588.8523720802407
AL062020,Persistence,6,39.770940171381945
AL062020,CLIPER (climatology+persistence),6,8.148317370157669
AL062020,Persistence,12,87.78603860983492
AL062020,CLIPER (climatology+persistence),12,8.208486932843067
AL062020,Persistence,24,185.39401441067423
AL062020,CLIPER (climatology+persistence),24,50.31915693523476
AL062020,Persistence,48,529.1464052617501
AL062020,CLIPER (climatology+persistence),48,399.80195596541347
AL062020,Persistence,72,871.7160068217909
AL062020,CLIPER (climatology+persistence),72,736.6874599376793
AL062020,Persistence,120,1144.5808687924728
AL062020,CLIPER (climatology+persistence),120,758.5239695627807
AL062020,Persistence,6,22.23898532891206
AL062020,CLIPER (climatology+persistence),6,15.321592933818806
AL062020,Persistence,12,44.47797065782412
AL062020,CLIPER (climatology+persistence),12,30.536066161795862
AL062020,Persistence,24,123.7009012258427
AL062020,CLIPER (climatology+persistence),24,82.28288122394858
AL062020,Persistence,48,572.9187691516639
AL062020,CLIPER (climatology+persistence),48,465.2305993880896
AL062020,Persistence,72,885.5745171811618
AL062020,CLIPER (climatology+persistence),72,730.4909631856116
AL062020,Persistence,120,840.7380353166066
AL062020,CLIPER (climatology+persistence),120,600.709241567119
AL062020,Persistence,6,1.3371332419564138e-12
AL062020,CLIPER (climatology+persistence),6,10.752037933369296
